# outline of illuminated area on igrins slitcam
# generated from scam_geometry.ipynb
# ra/dec coordinates are in arcsec relative to center of slit
# x-pixel 	 y-pixel 	 ra 	 dec 
723.0	1568.0	68.8122891585	20.6606219162
723.0	1569.0	68.8891414091	20.7422220955
722.0	1569.0	68.978132262	20.6620345076
722.0	1570.0	69.0549845125	20.743634687
722.0	1571.0	69.1318367631	20.8252348663
721.0	1571.0	69.220827616	20.7450472784
721.0	1572.0	69.2976798664	20.8266474578
721.0	1573.0	69.374532117	20.9082476371
720.0	1573.0	69.4635229699	20.8280600492
720.0	1574.0	69.5403752204	20.9096602286
719.0	1574.0	69.6293660733	20.8294726407
719.0	1575.0	69.7062183239	20.91107282
718.0	1575.0	69.7952091768	20.8308852321
718.0	1576.0	69.8720614272	20.9124854115
717.0	1576.0	69.9610522801	20.8322978236
717.0	1577.0	70.0379045307	20.9138980029
716.0	1577.0	70.1268953836	20.833710415
716.0	1578.0	70.2037476341	20.9153105944
715.0	1578.0	70.2927384872	20.8351230065
714.0	1578.0	70.3817293401	20.7549354186
714.0	1579.0	70.4585815905	20.836535598
714.0	1580.0	70.5354338411	20.9181357773
713.0	1580.0	70.624424694	20.8379481894
713.0	1581.0	70.7012769444	20.9195483688
712.0	1581.0	70.7902677974	20.8393607809
711.0	1581.0	70.8792586503	20.759173193
710.0	1581.0	70.9682495034	20.6789856051
710.0	1582.0	71.0451017538	20.7605857844
710.0	1583.0	71.1219540042	20.8421859638
709.0	1583.0	71.2109448573	20.7619983759
709.0	1584.0	71.2877971077	20.8435985552
708.0	1584.0	71.3767879606	20.7634109673
708.0	1585.0	71.4536402113	20.8450111467
707.0	1585.0	71.5426310642	20.7648235588
707.0	1586.0	71.6194833146	20.8464237381
706.0	1586.0	71.7084741675	20.7662361502
706.0	1587.0	71.7853264181	20.8478363296
705.0	1587.0	71.874317271	20.7676487417
705.0	1588.0	71.9511695214	20.849248921
704.0	1588.0	72.0401603743	20.7690613331
703.0	1588.0	72.1291512274	20.6888737453
703.0	1589.0	72.2060034779	20.7704739246
702.0	1589.0	72.2949943308	20.6902863367
702.0	1590.0	72.3718465814	20.7718865161
702.0	1591.0	72.4486988318	20.8534866954
701.0	1591.0	72.5376896847	20.7732991075
700.0	1591.0	72.6266805376	20.6931115196
700.0	1592.0	72.7035327882	20.774711699
699.0	1592.0	72.7925236412	20.6945241111
698.0	1592.0	72.8815144941	20.6143365232
698.0	1593.0	72.9583667445	20.6959367025
697.0	1593.0	73.0473575976	20.6157491146
697.0	1594.0	73.124209848	20.697349294
696.0	1594.0	73.2132007009	20.6171617061
695.0	1594.0	73.3021915538	20.5369741182
695.0	1595.0	73.3790438044	20.6185742975
694.0	1595.0	73.4680346573	20.5383867096
694.0	1596.0	73.5448869078	20.619986889
693.0	1596.0	73.6338777607	20.5397993011
693.0	1597.0	73.7107300113	20.6213994805
692.0	1597.0	73.7997208642	20.5412118926
691.0	1597.0	73.8887117171	20.4610243047
690.0	1597.0	73.97770257	20.3808367168
689.0	1597.0	74.0666934229	20.3006491289
689.0	1598.0	74.1435456735	20.3822493082
688.0	1598.0	74.2325365264	20.3020617203
687.0	1598.0	74.3215273793	20.2218741324
687.0	1599.0	74.39837963	20.3034743118
686.0	1599.0	74.4873704829	20.2232867239
685.0	1599.0	74.5763613358	20.143099136
684.0	1599.0	74.6653521887	20.0629115481
684.0	1600.0	74.7422044391	20.1445117274
683.0	1600.0	74.8311952922	20.0643241395
683.0	1601.0	74.9080475426	20.1459243189
683.0	1602.0	74.9848997931	20.2275244982
682.0	1602.0	75.0738906461	20.1473369103
682.0	1603.0	75.1507428966	20.2289370897
681.0	1603.0	75.2397337495	20.1487495018
680.0	1603.0	75.3287246024	20.0685619139
680.0	1604.0	75.405576853	20.1501620933
679.0	1604.0	75.4945677059	20.0699745054
678.0	1604.0	75.5835585588	19.9897869175
678.0	1605.0	75.6604108094	20.0713870968
677.0	1605.0	75.7494016623	19.9911995089
677.0	1606.0	75.8262539128	20.0727996883
676.0	1606.0	75.9152447657	19.9926121004
675.0	1606.0	76.0042356186	19.9124245125
674.0	1606.0	76.0932264717	19.8322369246
674.0	1607.0	76.1700787221	19.9138371039
673.0	1607.0	76.259069575	19.833649516
673.0	1608.0	76.3359218256	19.9152496954
673.0	1609.0	76.412774076	19.9968498747
672.0	1609.0	76.501764929	19.9166622868
671.0	1609.0	76.5907557819	19.8364746989
671.0	1610.0	76.6676080325	19.9180748783
671.0	1611.0	76.7444602829	19.9996750577
670.0	1611.0	76.8334511358	19.9194874698
669.0	1611.0	76.9224419887	19.8392998819
669.0	1612.0	76.9992942393	19.9209000612
668.0	1612.0	77.0882850922	19.8407124733
668.0	1613.0	77.1651373427	19.9223126527
667.0	1613.0	77.2541281958	19.8421250648
666.0	1613.0	77.3431190487	19.7619374769
665.0	1613.0	77.4321099016	19.681749889
664.0	1613.0	77.5211007545	19.6015623011
663.0	1613.0	77.6100916074	19.5213747132
662.0	1613.0	77.6990824603	19.4411871253
662.0	1614.0	77.7759347109	19.5227873046
662.0	1615.0	77.8527869613	19.604387484
662.0	1616.0	77.9296392119	19.6859876633
662.0	1617.0	78.0064914624	19.7675878427
661.0	1617.0	78.0954823153	19.6874002548
660.0	1617.0	78.1844731682	19.6072126669
659.0	1617.0	78.2734640211	19.527025079
658.0	1617.0	78.3624548742	19.4468374911
658.0	1618.0	78.4393071246	19.5284376705
657.0	1618.0	78.5282979775	19.4482500826
656.0	1618.0	78.6172888304	19.3680624947
655.0	1618.0	78.7062796833	19.2878749068
654.0	1618.0	78.7952705364	19.2076873189
654.0	1619.0	78.8721227869	19.2892874982
654.0	1620.0	78.9489750373	19.3708876776
653.0	1620.0	79.0379658904	19.2907000897
653.0	1621.0	79.1148181408	19.372300269
652.0	1621.0	79.2038089937	19.2921126811
651.0	1621.0	79.2927998466	19.2119250932
651.0	1622.0	79.3696520972	19.2935252726
650.0	1622.0	79.4586429501	19.2133376847
649.0	1622.0	79.547633803	19.1331500968
648.0	1622.0	79.6366246559	19.0529625089
648.0	1623.0	79.7134769066	19.1345626882
647.0	1623.0	79.8024677595	19.0543751003
646.0	1623.0	79.8914586124	18.9741875124
645.0	1623.0	79.9804494653	18.8939999245
644.0	1623.0	80.0694403182	18.8138123366
643.0	1623.0	80.1584311711	18.7336247487
643.0	1624.0	80.2352834217	18.8152249281
642.0	1624.0	80.3242742746	18.7350373402
642.0	1625.0	80.401126525	18.8166375196
641.0	1625.0	80.4901173779	18.7364499317
640.0	1625.0	80.579108231	18.6562623438
639.0	1625.0	80.6680990839	18.5760747559
639.0	1626.0	80.7449513344	18.6576749352
638.0	1626.0	80.8339421873	18.5774873473
637.0	1626.0	80.9229330404	18.4972997594
636.0	1626.0	81.0119238933	18.4171121715
635.0	1626.0	81.1009147462	18.3369245836
635.0	1627.0	81.1777669966	18.418524763
634.0	1627.0	81.2667578495	18.3383371751
633.0	1627.0	81.3557487026	18.2581495872
633.0	1628.0	81.432600953	18.3397497665
633.0	1629.0	81.5094532035	18.4213499459
632.0	1629.0	81.5984440566	18.341162358
631.0	1629.0	81.6874349095	18.2609747701
630.0	1629.0	81.7764257624	18.1807871822
629.0	1629.0	81.8654166153	18.1005995943
629.0	1630.0	81.9422688657	18.1821997737
628.0	1630.0	82.0312597188	18.1020121858
627.0	1630.0	82.1202505717	18.0218245979
626.0	1630.0	82.2092414246	17.94163701
625.0	1630.0	82.2982322775	17.8614494221
624.0	1630.0	82.3872231304	17.7812618342
624.0	1629.0	82.31037088	17.6996616548
623.0	1629.0	82.3993617329	17.6194740669
622.0	1629.0	82.4883525858	17.539286479
621.0	1629.0	82.5773434387	17.4590988911
620.0	1629.0	82.6663342916	17.3789113032
620.0	1628.0	82.5894820412	17.2973111239
620.0	1627.0	82.5126297906	17.2157109445
619.0	1627.0	82.6016206437	17.1355233566
618.0	1627.0	82.6906114966	17.0553357687
618.0	1626.0	82.6137592459	16.9737355894
618.0	1625.0	82.5369069955	16.89213541
617.0	1625.0	82.6258978484	16.8119478221
616.0	1625.0	82.7148887013	16.7317602342
616.0	1624.0	82.6380364509	16.6501600549
615.0	1624.0	82.7270273038	16.569972467
614.0	1624.0	82.8160181567	16.4897848791
614.0	1623.0	82.7391659063	16.4081846997
613.0	1623.0	82.8281567592	16.3279971118
613.0	1622.0	82.7513045086	16.2463969325
612.0	1622.0	82.8402953617	16.1662093446
611.0	1622.0	82.9292862146	16.0860217567
611.0	1621.0	82.8524339639	16.0044215773
611.0	1620.0	82.7755817135	15.922821398
610.0	1620.0	82.8645725664	15.8426338101
610.0	1619.0	82.787720316	15.7610336307
609.0	1619.0	82.8767111689	15.6808460428
608.0	1619.0	82.9657020218	15.6006584549
608.0	1618.0	82.8888497712	15.5190582756
607.0	1618.0	82.9778406243	15.4388706877
607.0	1617.0	82.9009883737	15.3572705083
606.0	1617.0	82.9899792266	15.2770829204
605.0	1617.0	83.0789700795	15.1968953325
605.0	1616.0	83.002117829	15.1152951532
604.0	1616.0	83.091108682	15.0351075653
604.0	1615.0	83.0142564315	14.9535073859
603.0	1615.0	83.1032472844	14.873319798
602.0	1615.0	83.1922381373	14.7931322101
602.0	1614.0	83.1153858869	14.7115320308
601.0	1614.0	83.2043767398	14.6313444429
601.0	1613.0	83.1275244892	14.5497442635
601.0	1612.0	83.0506722388	14.4681440842
600.0	1612.0	83.1396630917	14.3879564963
599.0	1612.0	83.2286539446	14.3077689084
599.0	1611.0	83.1518016941	14.226168729
598.0	1611.0	83.2407925471	14.1459811411
598.0	1610.0	83.1639402966	14.0643809618
597.0	1610.0	83.2529311495	13.9841933739
597.0	1609.0	83.1760788989	13.9025931945
596.0	1609.0	83.2650697518	13.8224056066
596.0	1608.0	83.1882175014	13.7408054273
595.0	1608.0	83.2772083543	13.6606178394
595.0	1607.0	83.2003561039	13.57901766
594.0	1607.0	83.2893469568	13.4988300721
594.0	1606.0	83.2124947061	13.4172298928
593.0	1606.0	83.3014855592	13.3370423049
593.0	1605.0	83.2246333086	13.2554421255
592.0	1605.0	83.3136241615	13.1752545376
592.0	1604.0	83.2367719111	13.0936543583
591.0	1604.0	83.325762764	13.0134667704
591.0	1603.0	83.2489105136	12.931866591
590.0	1603.0	83.3379013665	12.8516790031
590.0	1602.0	83.2610491159	12.7700788238
589.0	1602.0	83.350039969	12.6898912359
588.0	1602.0	83.4390308219	12.609703648
588.0	1601.0	83.3621785712	12.5281034686
587.0	1601.0	83.4511694242	12.4479158807
586.0	1601.0	83.5401602772	12.3677282928
586.0	1600.0	83.4633080266	12.2861281135
585.0	1600.0	83.5522988795	12.2059405256
585.0	1599.0	83.4754466291	12.1243403462
584.0	1599.0	83.564437482	12.0441527583
584.0	1598.0	83.4875852316	11.962552579
583.0	1598.0	83.5765760845	11.8823649911
582.0	1598.0	83.6655669374	11.8021774032
581.0	1598.0	83.7545577903	11.7219898153
580.0	1598.0	83.8435486432	11.6418022274
579.0	1598.0	83.9325394961	11.5616146395
578.0	1598.0	84.021530349	11.4814270516
578.0	1597.0	83.9446780986	11.3998268722
577.0	1597.0	84.0336689515	11.3196392843
576.0	1597.0	84.1226598044	11.2394516964
575.0	1597.0	84.2116506573	11.1592641085
575.0	1596.0	84.1347984069	11.0776639292
574.0	1596.0	84.2237892598	10.9974763413
574.0	1595.0	84.1469370093	10.9158761619
573.0	1595.0	84.2359278623	10.835688574
573.0	1594.0	84.1590756118	10.7540883947
572.0	1594.0	84.2480664647	10.6739008068
572.0	1593.0	84.1712142141	10.5923006274
571.0	1593.0	84.260205067	10.5121130395
570.0	1593.0	84.3491959201	10.4319254516
569.0	1593.0	84.438186773	10.3517378637
569.0	1592.0	84.3613345224	10.2701376844
568.0	1592.0	84.4503253753	10.1899500965
567.0	1592.0	84.5393162284	10.1097625086
567.0	1591.0	84.4624639778	10.0281623292
566.0	1591.0	84.5514548307	9.94797474135
565.0	1591.0	84.6404456836	9.86778715345
565.0	1590.0	84.5635934332	9.7861869741
564.0	1590.0	84.6525842861	9.7059993862
564.0	1589.0	84.5757320356	9.62439920684
563.0	1589.0	84.6647228885	9.54421161894
563.0	1588.0	84.5878706379	9.46261143959
562.0	1588.0	84.676861491	9.38242385169
562.0	1587.0	84.6000092404	9.30082367234
562.0	1586.0	84.52315699	9.219223493
561.0	1586.0	84.6121478429	9.1390359051
560.0	1586.0	84.7011386958	9.0588483172
560.0	1585.0	84.6242864454	8.97724813784
560.0	1584.0	84.5474341947	8.89564795849
559.0	1584.0	84.6364250476	8.81546037059
559.0	1583.0	84.5595727972	8.73386019124
559.0	1582.0	84.4827205468	8.65226001188
558.0	1582.0	84.5717113997	8.57207242399
557.0	1582.0	84.6607022526	8.4918848361
557.0	1581.0	84.583850002	8.41028465673
556.0	1581.0	84.6728408551	8.33009706884
555.0	1581.0	84.761831708	8.24990948094
555.0	1580.0	84.6849794574	8.16830930159
555.0	1579.0	84.6081272069	8.08670912224
555.0	1578.0	84.5312749563	8.00510894288
554.0	1578.0	84.6202658094	7.92492135498
553.0	1578.0	84.7092566623	7.84473376709
553.0	1577.0	84.6324044117	7.76313358773
553.0	1576.0	84.5555521613	7.68153340838
552.0	1576.0	84.6445430142	7.60134582048
551.0	1576.0	84.7335338671	7.52115823259
551.0	1575.0	84.6566816166	7.43955805324
550.0	1575.0	84.7456724696	7.35937046534
550.0	1574.0	84.6688202189	7.27777028598
549.0	1574.0	84.757811072	7.19758269808
549.0	1573.0	84.6809588214	7.11598251873
548.0	1573.0	84.7699496743	7.03579493083
548.0	1572.0	84.6930974239	6.95419475148
547.0	1572.0	84.7820882768	6.87400716358
547.0	1571.0	84.7052360264	6.79240698423
546.0	1571.0	84.7942268793	6.71221939634
546.0	1570.0	84.7173746287	6.63061921697
545.0	1570.0	84.8063654817	6.55043162908
545.0	1569.0	84.7295132311	6.46883144973
544.0	1569.0	84.818504084	6.38864386183
544.0	1568.0	84.7416518336	6.30704368248
543.0	1568.0	84.8306426865	6.22685609458
543.0	1567.0	84.7537904361	6.14525591523
542.0	1567.0	84.842781289	6.06506832734
542.0	1566.0	84.7659290384	5.98346814797
541.0	1566.0	84.8549198913	5.90328056008
541.0	1565.0	84.7780676408	5.82168038073
540.0	1565.0	84.8670584938	5.74149279283
540.0	1564.0	84.7902062433	5.65989261348
539.0	1564.0	84.8791970962	5.57970502558
539.0	1563.0	84.8023448456	5.49810484623
538.0	1563.0	84.8913356987	5.41791725833
538.0	1562.0	84.8144834481	5.33631707897
537.0	1562.0	84.903474301	5.25612949107
537.0	1561.0	84.8266220506	5.17452931172
536.0	1561.0	84.9156129035	5.09434172383
536.0	1560.0	84.838760653	5.01274154448
536.0	1559.0	84.7619084024	4.93114136513
535.0	1559.0	84.8508992553	4.85095377723
534.0	1559.0	84.9398901084	4.77076618933
534.0	1558.0	84.8630378578	4.68916600997
533.0	1558.0	84.9520287107	4.60897842207
533.0	1557.0	84.8751764603	4.52737824272
532.0	1557.0	84.9641673132	4.44719065482
532.0	1556.0	84.8873150628	4.36559047547
532.0	1555.0	84.8104628121	4.28399029612
532.0	1554.0	84.7336105617	4.20239011676
531.0	1554.0	84.8226014146	4.12220252886
530.0	1554.0	84.9115922675	4.04201494097
530.0	1553.0	84.8347400171	3.96041476162
530.0	1552.0	84.7578877665	3.87881458227
529.0	1552.0	84.8468786194	3.79862699437
528.0	1552.0	84.9358694723	3.71843940647
528.0	1551.0	84.8590172219	3.63683922712
527.0	1551.0	84.9480080748	3.55665163923
527.0	1550.0	84.8711558243	3.47505145986
526.0	1550.0	84.9601466772	3.39486387197
526.0	1549.0	84.8832944268	3.31326369262
525.0	1549.0	84.9722852797	3.23307610472
525.0	1548.0	84.8954330291	3.15147592537
524.0	1548.0	84.984423882	3.07128833747
524.0	1547.0	84.9075716316	2.98968815812
523.0	1547.0	84.9965624845	2.90950057022
523.0	1546.0	84.9197102341	2.82790039086
522.0	1546.0	85.008701087	2.74771280296
521.0	1546.0	85.0976919399	2.66752521507
521.0	1545.0	85.0208396894	2.58592503572
520.0	1545.0	85.1098305423	2.50573744782
520.0	1544.0	85.0329782917	2.42413726847
520.0	1543.0	84.9561260413	2.34253708912
519.0	1543.0	85.0451168942	2.26234950122
519.0	1542.0	84.9682646438	2.18074932186
518.0	1542.0	85.0572554967	2.10056173396
518.0	1541.0	84.9804032461	2.01896155461
517.0	1541.0	85.069394099	1.93877396671
517.0	1540.0	84.9925418485	1.85717378736
517.0	1539.0	84.9156895981	1.77557360801
516.0	1539.0	85.004680451	1.69538602012
516.0	1538.0	84.9278282004	1.61378584075
515.0	1538.0	85.0168190533	1.53359825286
514.0	1538.0	85.1058099064	1.45341066496
514.0	1537.0	85.0289576558	1.37181048561
513.0	1537.0	85.1179485087	1.29162289771
513.0	1536.0	85.0410962582	1.21002271836
513.0	1535.0	84.9642440078	1.12842253901
512.0	1535.0	85.0532348607	1.04823495112
511.0	1535.0	85.1422257136	0.968047363217
511.0	1534.0	85.065373463	0.886447183855
510.0	1534.0	85.1543643161	0.806259595957
510.0	1533.0	85.0775120655	0.724659416608
510.0	1532.0	85.0006598151	0.643059237258
509.0	1532.0	85.089650668	0.56287164936
508.0	1532.0	85.1786415209	0.482684061463
508.0	1531.0	85.1017892704	0.401083882113
507.0	1531.0	85.1907801233	0.320896294215
507.0	1530.0	85.1139278727	0.239296114853
506.0	1530.0	85.2029187256	0.159108526955
506.0	1529.0	85.1260664752	0.0775083476057
506.0	1528.0	85.0492142248	-0.00409183174384
505.0	1528.0	85.1382050777	-0.0842794196416
505.0	1527.0	85.0613528271	-0.165879598991
504.0	1527.0	85.15034368	-0.246067186889
503.0	1527.0	85.2393345331	-0.326254774787
503.0	1526.0	85.1624822824	-0.407854954149
503.0	1525.0	85.085630032	-0.489455133498
502.0	1525.0	85.1746208849	-0.569642721396
501.0	1525.0	85.2636117378	-0.649830309294
501.0	1524.0	85.1867594874	-0.731430488644
500.0	1524.0	85.2757503403	-0.811618076541
500.0	1523.0	85.1988980897	-0.893218255891
500.0	1522.0	85.1220458393	-0.974818435253
499.0	1522.0	85.2110366922	-1.05500602315
499.0	1521.0	85.1341844417	-1.1366062025
498.0	1521.0	85.2231752946	-1.2167937904
498.0	1520.0	85.146323044	-1.29839396975
497.0	1520.0	85.2353138971	-1.37858155765
496.0	1520.0	85.32430475	-1.45876914554
496.0	1519.0	85.2474524994	-1.54036932489
496.0	1518.0	85.170600249	-1.62196950426
495.0	1518.0	85.2595911019	-1.70215709215
495.0	1517.0	85.1827388515	-1.7837572715
494.0	1517.0	85.2717297044	-1.8639448594
494.0	1516.0	85.1948774537	-1.94554503875
494.0	1515.0	85.1180252033	-2.02714521811
493.0	1515.0	85.2070160562	-2.10733280601
493.0	1514.0	85.1301638058	-2.18893298536
492.0	1514.0	85.2191546587	-2.26912057326
491.0	1514.0	85.3081455116	-2.34930816115
491.0	1513.0	85.2312932612	-2.4309083405
490.0	1513.0	85.3202841141	-2.5110959284
490.0	1512.0	85.2434318635	-2.59269610775
489.0	1512.0	85.3324227164	-2.67288369565
489.0	1511.0	85.2555704659	-2.75448387501
489.0	1510.0	85.1787182155	-2.83608405436
488.0	1510.0	85.2677090684	-2.91627164226
488.0	1509.0	85.1908568178	-2.99787182161
487.0	1509.0	85.2798476707	-3.07805940951
486.0	1509.0	85.3688385238	-3.1582469974
486.0	1508.0	85.2919862732	-3.23984717675
486.0	1507.0	85.2151340227	-3.32144735612
485.0	1507.0	85.3041248757	-3.40163494401
484.0	1507.0	85.3931157286	-3.48182253191
484.0	1506.0	85.3162634781	-3.56342271126
484.0	1505.0	85.2394112275	-3.64502289061
483.0	1505.0	85.3284020804	-3.72521047851
482.0	1505.0	85.4173929333	-3.80539806641
482.0	1504.0	85.3405406829	-3.88699824576
481.0	1504.0	85.4295315358	-3.96718583365
481.0	1503.0	85.3526792854	-4.04878601302
480.0	1503.0	85.4416701383	-4.12897360091
479.0	1503.0	85.5306609912	-4.20916118881
479.0	1502.0	85.4538087408	-4.29076136816
478.0	1502.0	85.5427995937	-4.37094895606
478.0	1501.0	85.465947343	-4.45254913541
478.0	1500.0	85.3890950926	-4.53414931476
477.0	1500.0	85.4780859455	-4.61433690266
477.0	1499.0	85.4012336951	-4.69593708202
476.0	1499.0	85.490224548	-4.77612466992
475.0	1499.0	85.5792154009	-4.85631225781
475.0	1498.0	85.5023631505	-4.93791243716
474.0	1498.0	85.5913540034	-5.01810002506
473.0	1498.0	85.6803448563	-5.09828761296
473.0	1497.0	85.6034926057	-5.17988779231
473.0	1496.0	85.5266403552	-5.26148797166
472.0	1496.0	85.6156312081	-5.34167555955
471.0	1496.0	85.704622061	-5.42186314745
471.0	1495.0	85.6277698106	-5.50346332681
470.0	1495.0	85.7167606635	-5.58365091471
470.0	1494.0	85.6399084131	-5.66525109406
469.0	1494.0	85.728899266	-5.74543868196
468.0	1494.0	85.8178901189	-5.82562626986
468.0	1493.0	85.7410378683	-5.90722644921
467.0	1493.0	85.8300287214	-5.98741403711
467.0	1492.0	85.7531764708	-6.06901421645
467.0	1491.0	85.6763242203	-6.15061439582
466.0	1491.0	85.7653150732	-6.23080198371
465.0	1491.0	85.8543059261	-6.31098957161
465.0	1490.0	85.7774536757	-6.39258975096
465.0	1489.0	85.7006014251	-6.47418993031
464.0	1489.0	85.789592278	-6.55437751821
463.0	1489.0	85.8785831311	-6.63456510611
462.0	1489.0	85.967573984	-6.714752694
462.0	1488.0	85.8907217334	-6.79635287335
462.0	1487.0	85.813869483	-6.87795305272
461.0	1487.0	85.9028603359	-6.95814064061
461.0	1486.0	85.8260080854	-7.03974081996
460.0	1486.0	85.9149989383	-7.11992840786
460.0	1485.0	85.8381466877	-7.20152858721
460.0	1484.0	85.7612944373	-7.28312876656
459.0	1484.0	85.8502852902	-7.36331635446
458.0	1484.0	85.9392761431	-7.44350394236
458.0	1483.0	85.8624238927	-7.52510412172
457.0	1483.0	85.9514147456	-7.60529170962
457.0	1482.0	85.874562495	-7.68689188897
456.0	1482.0	85.9635533481	-7.76707947686
455.0	1482.0	86.052544201	-7.84726706476
455.0	1481.0	85.9756919503	-7.92886724411
455.0	1480.0	85.8988396999	-8.01046742346
454.0	1480.0	85.9878305528	-8.09065501136
454.0	1479.0	85.9109783024	-8.17225519072
453.0	1479.0	85.9999691553	-8.25244277862
453.0	1478.0	85.9231169047	-8.33404295797
453.0	1477.0	85.8462646542	-8.41564313732
452.0	1477.0	85.9352555071	-8.49583072522
451.0	1477.0	86.0242463601	-8.57601831311
450.0	1477.0	86.113237213	-8.65620590101
450.0	1476.0	86.0363849625	-8.73780608036
450.0	1475.0	85.9595327121	-8.81940625972
449.0	1475.0	86.048523565	-8.89959384762
448.0	1475.0	86.1375144179	-8.97978143552
448.0	1474.0	86.0606621673	-9.06138161487
447.0	1474.0	86.1496530204	-9.14156920277
447.0	1473.0	86.0728007698	-9.22316938211
447.0	1472.0	85.9959485193	-9.30476956146
446.0	1472.0	86.0849393722	-9.38495714936
445.0	1472.0	86.1739302252	-9.46514473726
445.0	1471.0	86.0970779747	-9.54674491662
444.0	1471.0	86.1860688276	-9.62693250452
444.0	1470.0	86.109216577	-9.70853268387
443.0	1470.0	86.1982074299	-9.78872027177
443.0	1469.0	86.1213551795	-9.87032045112
443.0	1468.0	86.0445029291	-9.95192063047
442.0	1468.0	86.133493782	-10.0321082184
441.0	1468.0	86.2224846349	-10.1122958063
441.0	1467.0	86.1456323844	-10.1938959856
440.0	1467.0	86.2346232373	-10.2740835735
440.0	1466.0	86.1577709867	-10.3556837529
439.0	1466.0	86.2467618396	-10.4358713408
439.0	1465.0	86.1699095892	-10.5174715201
438.0	1465.0	86.2589004421	-10.597659108
438.0	1464.0	86.1820481917	-10.6792592874
438.0	1463.0	86.1051959411	-10.7608594667
437.0	1463.0	86.194186794	-10.8410470546
436.0	1463.0	86.2831776471	-10.9212346425
436.0	1462.0	86.2063253964	-11.0028348219
435.0	1462.0	86.2953162494	-11.0830224098
435.0	1461.0	86.2184639989	-11.1646225891
434.0	1461.0	86.3074548518	-11.244810177
434.0	1460.0	86.2306026014	-11.3264103564
434.0	1459.0	86.1537503508	-11.4080105357
433.0	1459.0	86.2427412037	-11.4881981236
432.0	1459.0	86.3317320566	-11.5683857115
431.0	1459.0	86.4207229097	-11.6485732994
431.0	1458.0	86.3438706591	-11.7301734788
430.0	1458.0	86.432861512	-11.8103610667
429.0	1458.0	86.5218523651	-11.8905486546
429.0	1457.0	86.4450001144	-11.9721488339
429.0	1456.0	86.368147864	-12.0537490133
428.0	1456.0	86.4571387169	-12.1339366012
427.0	1456.0	86.5461295698	-12.2141241891
427.0	1455.0	86.4692773194	-12.2957243684
426.0	1455.0	86.5582681723	-12.3759119563
425.0	1455.0	86.6472590252	-12.4560995442
425.0	1454.0	86.5704067746	-12.5376997236
424.0	1454.0	86.6593976277	-12.6178873115
423.0	1454.0	86.7483884806	-12.6980748994
423.0	1453.0	86.67153623	-12.7796750787
422.0	1453.0	86.7605270829	-12.8598626666
421.0	1453.0	86.849517936	-12.9400502545
420.0	1453.0	86.9385087889	-13.0202378424
420.0	1452.0	86.8616565383	-13.1018380218
419.0	1452.0	86.9506473912	-13.1820256097
419.0	1451.0	86.8737951407	-13.263625789
418.0	1451.0	86.9627859936	-13.3438133769
417.0	1451.0	87.0517768465	-13.4240009648
416.0	1451.0	87.1407676995	-13.5041885527
415.0	1451.0	87.2297585526	-13.5843761406
414.0	1451.0	87.3187494055	-13.6645637285
414.0	1450.0	87.2418971548	-13.7461639079
413.0	1450.0	87.3308880079	-13.8263514958
412.0	1450.0	87.4198788608	-13.9065390837
411.0	1450.0	87.5088697137	-13.9867266715
410.0	1450.0	87.5978605666	-14.0669142594
409.0	1450.0	87.6868514196	-14.1471018473
409.0	1449.0	87.6099991691	-14.2287020267
409.0	1448.0	87.5331469185	-14.310302206
408.0	1448.0	87.6221377714	-14.3904897939
407.0	1448.0	87.7111286245	-14.4706773818
407.0	1449.0	87.7879808749	-14.3890772025
406.0	1449.0	87.8769717278	-14.4692647904
405.0	1449.0	87.9659625807	-14.5494523783
404.0	1449.0	88.0549534336	-14.6296399662
403.0	1449.0	88.1439442867	-14.7098275541
402.0	1449.0	88.2329351396	-14.790015142
401.0	1449.0	88.3219259926	-14.8702027299
400.0	1449.0	88.4109168455	-14.9503903178
400.0	1448.0	88.334064595	-15.0319904971
399.0	1448.0	88.4230554479	-15.112178085
398.0	1448.0	88.5120463008	-15.1923656729
397.0	1448.0	88.6010371537	-15.2725532608
396.0	1448.0	88.6900280066	-15.3527408487
395.0	1448.0	88.7790188596	-15.4329284366
395.0	1449.0	88.8558711102	-15.3513282573
394.0	1449.0	88.9448619631	-15.4315158452
393.0	1449.0	89.033852816	-15.5117034331
392.0	1449.0	89.1228436689	-15.591891021
391.0	1449.0	89.2118345218	-15.6720786089
390.0	1449.0	89.3008253749	-15.7522661968
389.0	1449.0	89.3898162278	-15.8324537846
389.0	1448.0	89.3129639772	-15.914053964
388.0	1448.0	89.4019548301	-15.9942415519
387.0	1448.0	89.4909456832	-16.0744291398
386.0	1448.0	89.5799365361	-16.1546167277
385.0	1448.0	89.668927389	-16.2348043156
384.0	1448.0	89.7579182419	-16.3149919035
383.0	1448.0	89.8469090948	-16.3951794914
382.0	1448.0	89.9358999477	-16.4753670793
381.0	1448.0	90.0248908006	-16.5555546672
380.0	1448.0	90.1138816537	-16.6357422551
379.0	1448.0	90.2028725066	-16.715929843
378.0	1448.0	90.2918633595	-16.7961174309
377.0	1448.0	90.3808542124	-16.8763050188
376.0	1448.0	90.4698450653	-16.9564926067
375.0	1448.0	90.5588359182	-17.0366801946
374.0	1448.0	90.6478267711	-17.1168677825
373.0	1448.0	90.7368176242	-17.1970553704
372.0	1448.0	90.8258084771	-17.2772429583
